video_id,vllm_description,label
lDjR8yD3Obs,A person wearing a black shirt and red protective gear holds two flaming torches while performing an acrobatic jump over a row of lit candles arranged in a wave pattern against a cloudy sky background.,1
1jj8tny5qVk,"# Image Description

The thumbnail displays two contrasting creatures side-by-side: on the left, a golden-yellow snake with its mouth open in an aggressive pose against a dark background, and on the right, a vibrant red and black striped snail with a spiral shell on a wooden surface against green foliage, creating a comparison between a predator and prey or two unusual animal designs.",1
rvl6qhBGHAY,"# Image Description

In this UFC octagon scene, a heavily tattooed, muscular man in black pants leans down toward a smaller bald man wearing a yellow shirt who is gesturing with his hands, with the UFC canvas and arena lighting visible in the background.",1
c7UtiZEiYKg,"# Image Description

A large whale breaches dramatically near a wooden pier while onlookers stand in shallow water watching the spectacle, with a ship visible in the background and ""cam 01"" displayed in the bottom right corner of the security footage.",1
iEy1L0d3F4c,"# Image Description

The thumbnail shows a large group of people gathered at the base of a massive, steep rocky cliff or mountain formation near a body of water, with two yellow guide ropes visible leading up the slope, while a ""REC"" indicator and ""cam 01"" label appear in the top right and bottom left corners respectively, suggesting this is footage from a climbing or outdoor adventure activity.",1
nzBcpzsxjQM,"A shirtless man in red shorts performs a horizontal plank balance on a tightrope suspended between two concrete structures high above a cityscape, demonstrating extreme strength and balance against a blue sky backdrop.",1
vDgrnx_nkhI,"The thumbnail shows three split-screen panels of men in white coats stacking different vegetables (potatoes, onions, and cucumbers) into tall towers while displaying surprised or concentrated expressions, appearing to be content from a trending viral video or challenge format.",1
zeyQOw7mIhc,"# Image Description

This YouTube thumbnail shows a split-screen comparison: on the left, children stand around a large circular brick pattern laid out on the ground, and on the right, hands are shown placing or arranging tiles in a geometric pattern, showcasing what appears to be a brick-laying or tile-work tutorial or satisfying craftsmanship video.",1
LOfDW_96yV0,"# Image Description

This split-screen thumbnail shows two contrasting dessert decorating techniques: on the left, a white circular cake or plate being decorated with teal-colored piped lines in a wavy pattern, and on the right, a large round pistachio-colored cake being cut open to reveal bright red filling being poured or dripped into the center.",1
KajQuUrDTj8,"The thumbnail shows a split-screen comparison: on the left, a hand holding a pearl milk tea drink with black tapioca balls and polka dot pattern, and on the right, a large chocolate dachshund cake sculpture on a yellow platform in what appears to be a bakery or café setting.",1
iGQjn_cDBdA,"# Image Description

Two workers in blue uniforms and safety gear are cleaning or inspecting a large cylindrical industrial tank or vessel in a warehouse setting, with one worker using a long-handled tool to work on the dark reddish-brown metal surface.",1
8wld_fYnqZc,"The thumbnail shows a split-screen comparison with a person on the left washing a car covered in ice and snow, and on the right an image of golden Crocs-style shoes served on a white plate with syrup, creating a humorous visual pun between ""cleaning"" and ""food preparation.""",1
riJTgStqyw0,"# Industrial Manufacturing Scene

A glowing red-hot metal forging or pipe section is displayed on a blue industrial machine or conveyor system in what appears to be a factory or manufacturing facility, with workshop equipment and storage visible in the background.",1
kwuIWZ9wRmw,"# Image Description

A baseball player wearing a New York Mets uniform with blue sleeves and gold accents is smiling and pointing upward while interacting with an umpire dressed in black with the number 112 visible on his sleeve, likely celebrating a successful play during a game.",1
AsFQ3Oe3hYQ,This split-screen image shows two views of an extraordinarily oversized load of fresh green bananas stacked impossibly high on small vehicles—a red motorcycle/tuk-tuk on the left and a brown truck on the right—demonstrating the extreme agricultural transportation methods used in tropical regions.,1
dW8J7_l8INY,"A young person wearing a white shirt and cap is circled in red in the center of a crowded stadium scene, holding what appears to be a microphone or similar object, surrounded by other spectators in red clothing at what looks like a sporting event.",1
sUOziK6nCBA,"# Elevator Prank Thumbnail Description

In this overhead elevator camera view, four young people are playfully posing and interacting inside an elevator, with one person on the left appearing to react dramatically while three others on the right are huddled together laughing, creating a comedic prank or social experiment scenario typical of YouTube content.",1
WEPK_mubM5w,"# Image Description

Two people are lying on a wet, dark surface covered with small fish, with one person wearing a pink shirt and the other shirtless, both appearing to be part of some kind of challenge or stunt activity.",1
fleUyiUmedQ,"A security camera captures a person in a red shirt standing on a wet street next to parked cars, with ""REC"" indicator and ""cam 01"" labels visible in the corners of the footage.",1
Gm5RSJ3WG7I,"# Image Description

A worker in red clothing uses a shovel to move freshly harvested tomatoes from a large truck bed onto the ground at what appears to be a processing facility, with thousands of red tomatoes visible in piles around the work area and in red plastic crates.",1
XQmcH1yTbrA,"# Image Description

A person in light-colored clothing is being attacked or chased by a large lion on a dirt road, with a white SUV visible on the left side and green vegetation in the background.",1
Sf5yOKjxggA,"The thumbnail shows a split-screen comparison: on the left, a woman in black clothing appears shocked or surprised with her hand near her mouth, and on the right, a female referee in a red shirt is interacting with Cristiano Ronaldo (visible by his yellow jersey with ""RONALDO 7"" printed on the back) on a grass field.",1
uGBjK8Cu8H4,"This thumbnail features a split-screen comparison showing a person in medical distress on the left (wearing a head covering and medical equipment with a purple border frame) and the same person smiling on the right, with bold purple text reading ""PLEASE SURVIVE"" indicating a recovery or survival-themed video narrative.",1
6JxkR5zYgSU,"A person's hands are shown squeezing toothpaste from a red Colgate tube into a blue Vaseline jar, demonstrating a DIY or experimental mixing of the two products against a neutral beige background.",1
WHjITn_bFuM,"# Description

A hand holds a modified brush with orange bristles and four gold nails protruding from its top against a bright turquoise background, appearing to demonstrate an unconventional tool or DIY hack.",1
G6K1krqHoHk,"# Image Description

A close-up shot of a hand holding a brass wood screw against a bright blue background, with red adhesive or glue being applied to the screw's threads from a white bottle with blue text visible at the top.",1
2nmcEH8UApk,"A bright yellow cleaning brush with a curved metal handle is being dispensed with liquid from an ""Aqua"" branded bottle against a light blue background, with a yellow gloved hand visible on the left side of the frame.",1
02neZSqtBfU,"# Image Description

This YouTube thumbnail shows a split-screen comparison: on the left, a green bottle is being used as an unconventional shower head spraying water downward, and on the right, various tools and objects are hanging from a ceiling-mounted rack or bar, showcasing an organized storage or DIY hack solution.",1
53q2qMvJjxQ,"In this YouTube thumbnail, a muscular man without a shirt is shaking hands or greeting a shirtless younger person in a backyard setting, both appearing to be engaged in a friendly interaction or introduction.",1
mOK8otJIo9k,"# Detailed Description

A worker in a bright green protective suit operates an industrial fish processing machine that is actively filleting a large orange fish, with the fish's skeletal structure visible as the automated blades work through the specimen.",1
WPQQ49r_pm4,"In this thumbnail, a man in a dark blazer and white shirt looks serious or contemplative while an interviewer (partially visible on the right) asks ""Will you marry her?"" with a circled highlight around a woman's face visible in the background, creating intrigue about a potential relationship announcement or confession.",1
Q-uTVBm5MNc,"This split-screen thumbnail shows a SpongeBob SquarePants-shaped shower head on the left spraying water with a cheerful expression, and on the right, a baker in professional attire holding an enormous chocolate-covered strawberry with pretzel decorations, creating a humorous contrast between novelty products and oversized food creations.",1
BVOb8SDQhG8,"# Image Description

This YouTube thumbnail shows two contrasting images side-by-side: on the left, a digitally altered face with an exaggerated, grotesquely wide open mouth with prominent teeth, and on the right, a person performing an extreme forward bend or yoga pose with their head lowered toward the floor, both appearing designed to provoke shock or surprise for clickthrough engagement.",1
lHriHbKaS0A,"This thumbnail shows a before-and-after comparison of two shirtless males - the left image displays a person's back with a circled area highlighting what appears to be a skin condition or mark, while the right image shows a different person holding a large green fruit (possibly a melon or gourd) against their chest with an arrow pointing to it, suggesting a transformation or size comparison narrative.",1
W-7TaAGww5g,"# Image Description

A man wearing sunglasses takes a selfie with a great white shark that appears to be breaching behind him with its mouth wide open, creating a humorous and dramatic juxtaposition between the casual pose of the person and the threatening presence of the shark.",1
EYpo1TSCMhI,"Workers in orange safety vests and hats stand at the edge of a flooded rice paddy field filled with numerous dark-colored objects (likely water buffalo or cattle) partially submerged in the murky water, while green vegetation surrounds the scene.",1
cDMn8Liz7OM,"A YouTube thumbnail showing a soccer player in a black uniform bent over in an awkward, exaggerated pose on the field while an opposing player in a yellow and blue Brazil jersey numbered 10 stands nearby, with a laughing emoji overlay in the top right corner, suggesting the video contains humorous or embarrassing moments from a soccer match.",1
ukSzjIbZDSo,"A football/soccer player in a blue jersey is about to shoot the ball toward the goal while a goalkeeper in orange lies on the ground, with a laughing emoji overlaid in the center and a yellow arrow pointing to the goalkeeper in the upper left corner, suggesting a humorous or embarrassing moment.",1
LPi1OxQUTHc,"A woman in a yellow referee outfit lies on artificial grass holding a red card while looking upward with a ""LOOK AT ME"" speech bubble, appearing to be part of a comedy or parody video about soccer/football.",1
odzwAhiXxmE,"A referee in a light-colored jersey shows a red card to a player wearing a dark PSG jersey numbered 30, with a yellow arrow pointing upward indicating an escalation or unexpected outcome, set against a grass football pitch background.",1
bOMn4tNS60w,"A YouTube thumbnail showing two people on a football pitch - a woman with long brown hair on the left wearing a black sleeveless top, and a man on the right wearing a FC Barcelona jersey (dark blue with ""Beko"" sponsor visible) who is circled in red, both appearing to be in conversation during what seems to be a match or event at a stadium.",1
1V1ZvMTFDvs,"A goalkeeper in a blue and red uniform is dramatically diving across the grass in front of a goal net, with an intense, wide-mouthed expression as he stretches to make a save against a soccer ball.",1
bJDp_ZVQcRo,"The thumbnail shows a soccer/football compilation featuring multiple scenes of aggressive fouls and confrontations, with a scoreboard displaying ""AJX 4 3 BAY"" and Spanish text reading ""Para de chorar!"" (Stop crying!), highlighting dramatic moments of player collisions and penalties from what appears to be a match between Ajax and Bayern Munich.",1
FyJcI4UkAzs,"# Image Description

A red sedan is crossing a pedestrian crosswalk on a busy urban street while pedestrians wait on the sidewalks, captured from what appears to be a dashcam perspective during daytime in what looks like a Russian city (based on the Cyrillic text visible on signage).",1
_Oc-eGRhcb4,"# Image Description

Three workers in bright yellow-green safety vests operate high-pressure water hoses to spray a massive cylindrical industrial structure with glowing orange-red heat, demonstrating fire suppression or industrial cleaning procedures in a large warehouse facility.",1
iSb_fyChqLE,"A large yellow concrete mixer truck is discharging wet concrete onto a paved surface while two construction workers in orange vests and hard hats guide the material with tools, with forested hillside visible in the background.",1
88KPADTPPAo,"Multiple workers in red safety suits are positioned on a large yellow platform or structure adjacent to a blue section, appearing to be involved in an industrial or construction task, photographed from an aerial perspective that emphasizes the scale and layout of the work area.",1
nLR3prTKSGE,"A person in black clothing holds a large hammer above their head in a striking pose while standing on a transparent glass bridge surrounded by spectators in colorful clothing, with the person's determined expression and the dramatic action suggesting a stunt or challenge video.",1
dainpKoDlAE,"The thumbnail shows a split-screen composition featuring a man with a shocked/distressed expression and his hand to his face on the left side with text reading ""what A terrible accident,"" alongside crash scene photos on the right showing a severely damaged red vehicle with the man's face circled in yellow, appearing to be a reaction video about a car accident.",1
KItFw-9zqQQ,"A man in a dark suit and red tie holds a wooden coffin while looking upward with a serious or concerned expression, positioned against a bright green background with red/brown tones on the left side of the frame.",1
fcgWYglHQZw,"A cheerleader wearing red and white ""CITY"" attire with pom-poms is shown alongside a male footballer in a light blue jersey, both positioned against a blurred stadium crowd background, appearing to interact or pose together for a playful sports-themed thumbnail.",1
6P4jcvfqTto,"A person in a dark blue shirt holds their hand to their face with a concerned or pained expression, while a bright green laser beam effect is digitally added across their head, creating a dramatic and eye-catching thumbnail designed to convey injury, pain, or sci-fi themed content.",1
TfEiBfYXV_U,"The thumbnail presents a striking before-and-after comparison showing a person in 2007 holding a golden trophy while wearing a white Real Madrid Siemens jersey, contrasted with the same person in 2023 sitting in red clothing, illustrating a significant physical transformation over 16 years.",1
EPUa9a6cuU4,"This thumbnail contrasts two images of the same person labeled ""2008"" and ""2023,"" showing them as a successful athlete in professional sportswear on the left and holding a ""HOMELESS & HUNGRY"" sign on the right, designed to illustrate a dramatic life change or downfall story.",1
fPuNpS9fPDo,"# Image Description

A man in a blue medical gown is lying in a hospital bed with a concerned or uncomfortable expression while looking toward a blue medical monitoring device displaying vital signs data next to him.",1
87acdtXVXv4,"A shocked or surprised male athlete wearing a Paris Saint-Germain (PSG) blue jersey with the team's crest and Nike logo is positioned in the foreground with an exaggerated facial expression, while a large brown bear stands on grass behind him in what appears to be a professional soccer stadium.",1
aF3ufeW7zXM,"# Image Description

A football referee in red holds up a red card while a PSG player wearing a navy blue jersey with Qatar Airways sponsorship reacts with an animated, protesting expression and hand gestures on a green field.",1
8ItvSeKbPUo,"A BBC News ""BREAKING"" headline banner at the bottom reads ""PROTESTOR INVADES THE PITCH DURING"" while the image shows a person in a blue shirt on a soccer field holding what appears to be a flaming object, with players in white and blue striped jerseys and orange jerseys visible around the pitch.",1
pH-TgdOqB9E,"The thumbnail shows a split-screen comparison of a male footballer in a blue French national team jersey holding a soccer ball on the left, and a female athlete in a white shirt with text reading ""PUT A BABY IN ME"" on the right, designed as a provocative or humorous clickbait-style thumbnail.",1
kmAWR8an6Fk,"A young footballer wearing a French national team jersey with the number 10 smiles at the camera while holding a football boot, with a superimposed social media post from ""k.mbappe"" saying ""Please don't tell anyone..."" against a blue sky and grass field background.",1
UuAhXrHAfZg,"A young footballer in a red athletic shirt holds Adidas and Nike branded boxes while displaying a green sports drink, with a superimposed Instagram post from ""cristiano"" warning ""DO NOT BUY THIS!!!"" in the upper right corner, creating a clickbait-style comparison or review thumbnail.",1
ayKcck441n8,"A football player wearing a red Manchester United kit lies on the grass with an intense, grimacing facial expression, suggesting pain or injury, with his head tilted back against the green pitch.",1
eZ_u6fIPzb4,"The image shows a fake ""Breaking News"" CNN-style graphic depicting a helicopter crash digitally superimposed onto a football field, with the headline ""HELICOPTER CRASHES ONTO FIELD DURING NFL"" displayed at the bottom in typical news broadcast formatting.",1
hfCTA7K22is,"A man lying on grass with an exaggerated, anguished facial expression while wearing a red sports cap, positioned next to what appears to be an Argentina national team flag or jersey on the left side of the frame.",1
unQWa4i14rg,"A shocked man in a blue shirt with an exaggerated surprised expression is reacting to a close-up image of an eye with dilated pupils, alongside TikTok branding and the text ""EXTRA PUPILS?!"" suggesting viral content about an optical illusion or unusual eye phenomenon.",1
8RmzZgU-cyw,"A soccer goalkeeper in a yellow jersey is lying on the ground with an exaggerated laughing expression, with a red arrow pointing to a pink circular object near the ball, suggesting a humorous or shocking moment captured during gameplay.",1
CAI02Pr3Iyg,"This YouTube thumbnail features Lionel Messi in a pink Inter Miami jersey on the left side with a contemplative expression, while a woman in a red outfit holds a sign reading ""MESSI IS TRASH"" on the right, set against a blurred stadium background designed to provoke controversy and clicks.",1
5-Gb15B9uEY,"# Image Description

A dramatic YouTube thumbnail showing a football stadium field engulfed in large flames and thick smoke while police officers in riot gear stand on the pitch, with packed stadium crowds visible in the background and visible sponsor logos including ""Emirates"" and ""NACA"" on the field barriers.",1
cb0lFDYYd2U,"A man in a gray silk suit and burgundy shirt stands on the left side of the image with a confident expression, while on the right side there is an ornate golden mansion and a luxurious gold sports car, all set against a bright blue sky and water background, suggesting a wealth or luxury-themed video.",1
BGKRDmmH1WM,"# Baseball Field Aerial View

This aerial photograph shows a baseball diamond with bright green outfield grass surrounded by distinctive orange/red clay infield and base paths, captured from a high overhead perspective that reveals the full field layout including the pitcher's mound, home plate, and dugout areas.",1
3wKm3087UHs,"# Image Description

A male soccer player wearing a dark PSG jersey with ""ACCORHOTELS"" sponsorship text is engaged in a heated discussion with a female referee dressed in a neon yellow shirt, both appearing animated during what seems to be a tense moment on the football pitch.",1
_YPdLDYqQJ4,"A soccer goalkeeper in a red uniform is dramatically diving horizontally across a bright green field while a brown deer leaps beside him, creating a humorous and surreal composite image.",1
JfYEmhHkCZQ,"# Image Description

A humorous composite image shows a soccer player in a red Portugal jersey with the number 7 running away with an alarmed expression while a large bear wearing a yellow referee shirt stands on the field holding a soccer ball, creating an absurd and comedic scenario.",1
UdSh3OhXetE,"# Image Description

A gardener stands on a ladder using hedge clippers to meticulously trim a large green topiary sculpture shaped like a bull's head, with manicured hedges visible in the background under a blue sky.",1
QSW2uW9eFn4,"Two NBA players are submerged in water at court level—one wearing a Golden State Warriors #30 jersey holding a basketball, and the other in a Los Angeles Lakers #23 yellow jersey—both appearing to engage in a playful or humorous interaction during what appears to be a comedic or edited NBA video.",1
39jpghte1rw,"A basketball player in a blue jersey dives horizontally toward the court boundary while an referee in black and white stripes watches, with a red circle highlighting the player's foot position near the baseline on a wooden court.",1
ziJtUt85C2I,"This YouTube thumbnail shows a split-screen comparison: on the left, a muscular woman with defined arms posing confidently in a gym setting wearing red, and on the right, two women performing a high kick stretch outdoors, designed to attract viewers interested in fitness content.",1
2Cejd94HqPY,"The thumbnail features two basketball players in a split-screen composition with an excited expression on the right player's face, overlaid with a white speech bubble containing Portuguese text that reads ""MANDA SUA MULHER ME LIGAR!"" (translating roughly to ""Send your woman to call me!""), set against a blurred basketball arena background in black and white.",1
G-Gv94bQaS0,"The thumbnail shows a young footballer in a Real Madrid white jersey celebrating on the pitch with a joyful expression, accompanied by Portuguese text reading ""Me chama de Bobby Charlton agora"" (Call me Bobby Charlton now), suggesting a reference to the legendary Manchester United player and implying an impressive performance.",1
sGxw7ipTrq8,"# Image Description

A cyclist in blue and white gear rides on a road while a large white horse runs alongside the cyclists, creating an unusual and humorous scene with multiple other cyclists visible in the background on what appears to be a cycling event or race route.",1
iwFuKsHAnK0,"This thumbnail shows a split-screen comparison featuring a distressed man wearing a dark Adidas jacket and cap on the left side, and a dog in athletic gear playing with a soccer ball on the right side, suggesting a humorous ""coach vs. player"" or performance comparison theme.",1
WhrekQumlKY,"# Description

This YouTube thumbnail shows a split-screen comparison of two soccer/football moments: on the left, a player in a maroon and white jersey with the number 11 is being challenged by a player in yellow and white, with a soccer ball visible on the grass; on the right, a player in a white jersey is holding and cradling a small child in his arms with a warm expression, contrasting the competitive action on the left side.",1
VTH0XgZ6pto,"Two construction workers in bright orange and yellow safety gear and hard hats are navigating down a steep, flowing slope of wet concrete or material in an urban alley setting, with one worker in the foreground appearing to brace against the powerful current while the other maintains balance on the incline behind him.",1
RxhDx1gpoeo,"# Baseball Action Moment

In this MLB game screenshot, a batter in a white and gold uniform swings at a pitch while a catcher in blue crouches behind home plate, with the ball circled in red to highlight the point of contact during the swing.",1
3zrLm_N2tnU,"A referee in a blue shirt is shown giving a yellow card to a football player in a white and black jersey, with a laughing emoji in the upper right corner suggesting this is a humorous or comedic moment from a football match.",1
LtOya4_iND0,"A woman in casual clothing is peeling away gold foil from the side of a bright yellow car parked on a street, revealing the original color underneath, in what appears to be a clickbait-style video thumbnail.",1
U5oS6yi2g-w,"A vibrant blue Range Rover SUV is parked on a street above a bold yellow and black striped circular pattern on the ground, creating a striking visual contrast with trees and buildings visible in the background under a partly cloudy sky.",1
UsKGD8dQBYw,"A close-up view of someone wearing brown hiking boots with bright yellow crampons (spiked ice traction devices) attached to the soles, standing in shallow water or mud, demonstrating the grip and functionality of these mountaineering safety accessories.",1
LtC4I9tKVMs,"# Image Description

The thumbnail shows a chaotic scene with people running away from a massive explosion and fire in the background on a rural road, while two men in the foreground appear to be jogging or fleeing, capturing what seems to be a dramatic disaster or emergency event.",1
6ByB00sweDk,"A man in a gray t-shirt with a serious or concerned expression takes a selfie in the foreground, with what appears to be an encampment or homeless settlement with tents and a fire visible behind him on a beach with palm trees.",1
04OAZ-NBXkk,"This YouTube thumbnail shows a before-and-after comparison of a young person's transformation, featuring a side-by-side split with the left image showing them as a child with a skeptical expression and the right image showing them as an adult athlete in a Real Madrid Adidas jersey smiling at the camera, with yellow Portuguese text reading ""tão pegando pesado comigo!"" (meaning ""they're being really hard on me!"") and an arrow indicating the transformation.",1
R-B7QleMbiY,"The thumbnail shows a split-screen image with a shocked person on the left wearing an oxygen mask with a surprised expression, and two shirtless young men posing in a gym on the right, with a red arrow pointing between them to suggest a dramatic transformation or comparison.",1
2dnEJXQYYJw,"The thumbnail shows a split-screen comparison featuring an older man with glasses on the left (with text ""NINGUÉM ESPERAVA ISSO!"" - ""Nobody Expected This!"") and a young player on the right (with text ""NÃO ACREDITO! VOU TER QUE....."" - ""I Can't Believe! I'm Going to Have to.....""), with Real Madrid and what appears to be another football club's logos visible in the center, along with a ""MUNDO CHOCADO!!"" (World Shocked!!) banner, suggesting a surprising football transfer or announcement.",1
ir3oHaaX5lY,"Two football players in dark and white striped jerseys are engaged in an intense conversation on the pitch, with one player featuring distinctive pink/dyed hair, while a scoreboard in the corner shows Juventus leading Paris Saint-Germain 1-0 at the 70+ minute mark during a Champions League match.",1
9AH-yS5En6U,"The thumbnail shows a split scene with Cristiano Ronaldo in a Real Madrid white jersey on the left and Lionel Messi sitting on the ground in a Barcelona blue and red jersey on the right, with the Spanish text ""PARA DE CHORAR"" (meaning ""stop crying"") overlaid on the image, appearing to compare or contrast the two football superstars.",1
g1Elknq92tc,"This YouTube thumbnail features three men in separate panels with Portuguese text overlays - the left shows a young man in a gray shirt with an intense expression, the center shows a man with glasses in a green circular frame, and the right shows a bearded man in a yellow shirt, with quotes reading ""VOCÊ É UM BABACA"" (You're a jerk) and ""ESSE MOLEQUE TA VIAJANDO"" (This kid is tripping).",1
f5o7_wPmuiE,"The image shows a split-screen composition with ""AI GIRLFRIEND"" text at the top, featuring a person with dark hair and red lip marks on the left side facing a futuristic AI robot with pink hair and metallic features on the right side, both in profile with closed eyes and puckered lips as if about to kiss.",1
jXI8hC134KA,"A humorous image showing a tiny kitten standing upright on its hind legs with an innocent, surprised expression while facing a toy gun being held in someone's hand, accompanied by a laughing emoji in the top right corner.",1
G0cF0fZgkDo,"A concrete mixer truck actively discharges wet concrete onto a road surface while two construction workers in orange safety vests and hard hats guide and manage the material flow, with trees visible in the background.",1
fiCxNpM6mRk,"# Image Description

A severely damaged white sedan is shown crushed against a metal highway guardrail, with emergency responders in safety vests and hard hats working at the scene of what appears to be a serious traffic accident on a highway.",1
Dpc4-UBCUP4,"# Image Description

Multiple nude or partially clothed figures are climbing or clinging to bare tree trunks scattered throughout a dark, forested area, creating a surreal and unsettling scene.",1
7N70RcxxKsk,"This YouTube thumbnail shows a transformation sequence of three shirtless males against a tropical beach background, with a red arrow pointing from the middle figure (appearing heavier) to the right figure (appearing more muscular), suggesting a before-and-after fitness or weight loss transformation narrative, with a bearded man on the left holding what appears to be raw meat.",1
oN0iK-cClQI,"Three people in swimwear are hanging from an airplane wing high above a coastal landscape, with ""DARE #99"" text displayed in the upper right corner of the image.",1
Tb6dciVa1T0,"The image shows a split-screen thumbnail with the Amazon logo and smile arrow on the left side above an exaggerated image of a wide-eyed possum with a protruding tongue on a person's hand, while on the right side a person with half their face covered in red paint or special effects makeup makes an extreme facial expression with wide eyes and an exaggerated smile, creating a clickbait-style comparison.",1
q5r-PPu1GzU,"A shirtless boy in red swim trunks stands in a swimming pool with his arms outstretched as a large water slide or water feature sprays forcefully beside him, captured from an overhead view on a wooden deck.",1
oODreucZqmM,"A shirtless young man is shown split down the middle with a ""BEFORE"" label on his pale left side and an ""AFTER"" label on his toned, tan right side, holding dumbbells in both hands with a surprised expression, set against a daytime/nighttime landscape background with sun and moon.",1
tn79OFbPwKE,"A person in a white lab coat with curly dark hair holds a glowing pink lightsaber while gesturing toward a military aircraft with explosions in the background, with ""MYTH #997"" displayed in the upper right corner.",1
roUuy1xjits,"This shock-value thumbnail uses a split-screen comparison showing a realistic baby sitting in a toilet on the left side (marked with a red arrow) and a grotesque zombie-like creature on the right side, designed to create an alarming and sensational visual that encourages clicks through extreme contrast and disturbing imagery.",1
eXRrwA-Szwg,"The thumbnail shows a split-screen comparison with an arrow pointing from the left side (displaying brown, textured objects on a blue surface) to the right side (showing a hand holding a white paper with a red dotted outline drawing), suggesting a before-and-after or transformation reveal format typical of educational or craft-related YouTube content.",1
bABseBbIiFk,"A person underwater holds a bleeding hand toward an approaching great white shark with an alarmed facial expression, with ""MYTH #199"" text displayed in the upper right corner against a bright blue ocean background.",1
KvIl8mjMTsE,"A man with a wide, excited smile displays a blue card or object while water streams from above, suggesting a surprising or dramatic reaction to something unexpected happening in the image.",1
4Iui1yDgusI,"The thumbnail shows a split-screen comparison with yellow text reading ""ROUBOU CARTAS POKÉMON"" (Stole Pokémon Cards), featuring a child on the left appearing to take cards while another child on the right is shown reacting with an exaggerated shocked or upset expression while sitting in a chair.",1
n5Op1CIdg4Y,"A muscular, bearded man with extremely low body fat displays his physique while holding a large raw organ (appears to be a liver), standing next to another man in a gray shirt who is holding smaller organ pieces, set against an outdoor background with trees and sky.",1
YL4neojI7Ic,"A person wearing a shower cap and plaid shirt holds their face with a distressed expression while wet, positioned next to a headline in Portuguese that reads ""INCÊNDIO NA CASA: ENTRAR NO CHUVEIRO RESOLVE?"" (House Fire: Does Entering the Shower Solve It?) with flames visible in the background, creating a clickbait-style thumbnail.",1
mKdjycj-7eE,"A man with a bright smile and excited expression appears on the left side of the thumbnail next to a red sports car being struck by a massive yellow train on railroad tracks, creating a dramatic collision scene with clear skies in the background.",1
TQHEJj68Jew,"A man in an orange shirt lies on the hood of a vehicle making an exaggerated shocked or distressed facial expression, while another man in sunglasses and dark clothing leans over him from above, both appearing to be engaged in comedic or staged content for entertainment purposes.",1
dXmWjV1eAXQ,"The thumbnail features a shocked young man in a blue shirt with fake blood on his face and hand, alongside a severed limb prop and an image of a blonde woman in a hard hat on a table, with the word ""BANNED"" displayed in red text in the upper right corner, suggesting sensationalized or shock-value content.",1
zySUlGXbXvA,"A shocked man with wide eyes and an open-mouthed expression of surprise dominates the right side of the frame, while on the left a woman in a plaid shirt stands on a precarious orange wooden structure high above a mountainous landscape, with a red circle highlighting her foot near the edge.",1
P8gXGWH49ao,"A young person in formal attire with a red bow tie is shown crying with exaggerated tears on the left side, while on the right side there is a coffin with another person lying in it and a gravestone visible in the background reading ""R.I.P ALAN,"" creating a comedic or dramatic funeral-themed thumbnail.",1
6iKJZqDSPGc,"A person with an exaggerated shocked expression displays a severe rash covering half of their face and body, while holding a green leaf next to text reading ""DEVIL'S TOILET PAPER"" with an Amazon smile logo, suggesting a clickbait video about a plant that causes skin irritation.",1
LnVfvz_CJ1o,"A shocked young man in a red jacket on the left reacts with a surprised expression while looking at two figures hanging upside down from a structure in the center, with a stern-looking person holding a stick standing beside a yellow house with a red roof on the right, creating a dramatic and unsettling scene.",1
XxMmWxwt14M,"A young man with dark hair and a shocked/surprised facial expression wearing a red bandana is shown in close-up through what appears to be a circular window or portal, with another person visible in the background wearing a yellow-green cap, surrounded by what looks like water effects and possibly fish or other objects in a blue-tinted aquatic setting.",1
OpOvMwkGL18,"The thumbnail features a large central close-up of a young man's face with an exaggerated shocked expression and visible acne, surrounded by three smaller reaction images of other people in colorful shirts (red, pink/green, and orange) making dramatic facial expressions, with ""DAY #2"" text in the upper right corner.",1
4PaqJhHM9-s,"A person with voluminous dark hair and exaggerated facial expression (wide eyes and open mouth) wearing red is the central focus in the foreground, with ""DAY #3"" displayed in the top right corner, while other people with various colorful appearances are visible in the blurred background.",1
25N0R1KnXVs,"A man in a dark blue t-shirt stands with his arms outstretched in a shrugging gesture in front of two boats on water, with exaggerated green and orange energy beams emanating from each boat, creating a dramatic ""versus"" comparison effect typical of clickbait-style thumbnail design.",1
t9GPp1DM6fI,"The thumbnail shows an aerial view of an elaborate backyard pool setup with a curved blue water slide, a circular blue pool in the center, green grass, and people in swimwear, with the text ""TOTALMENTE FALSO"" (Completely False) in yellow at the top, indicating this is clickbait content meant to expose a fake or misleading video.",1
CSvPE21Seu4,"A person in a green shirt is crouched down holding produce (appears to be mangoes or similar yellow/orange fruits) with an exaggerated, distressed facial expression, while a red circle highlights their bare feet, suggesting a clickbait thumbnail designed to evoke shock or concern about the person's condition or situation.",1
HsLg6lCCaLg,"A man in the foreground wearing a blue tank top holds his finger to his lips in a ""shush"" gesture with an exaggerated surprised expression, while another man sleeps peacefully on a couch behind him with ""zzz"" symbols floating above, suggesting a humorous scenario about keeping quiet while someone is sleeping.",1
SKQTtsGOT7M,"A man and woman sit at a wooden table with a birthday cake between them, with the man pointing at the cake while smiling at the camera, the woman looking shocked or concerned, Spanish text reading ""QUER VOLTAR COMIGO?"" (Do you want to go back with me?), and a red arrow pointing to the right in the upper corner.",1
